"wavelength","measurement"
380,0.000145890009377523
381,0.000155615460486084
382,0.000142286219235763
383,9.26993945072457e-05
384,0.000130682138498897
385,0.000139457888705424
386,0.000113343567248818
387,0.000119313615916171
388,0.000168041286942073
389,0.000110382044328849
390,9.88398107790024e-05
391,0.000102885776611447
392,8.21968381159176e-05
393,0.0001011621713698
394,0.000141631094244457
395,8.74795789497947e-05
396,9.79737250319624e-05
397,0.000163254638609828
398,0.000228535552187694
399,0.000293816465765559
400,0.000512618345259726
401,0.00112113611768837
402,0.00187184612449555
403,0.00223910630078278
404,0.00234753249777883
405,0.00223272887840272
406,0.00197982633412622
407,0.00120071328482718
408,0.000714721351711753
409,0.000532945864069103
410,0.000358451006219014
411,0.000257067373435049
412,0.000266916043237272
413,0.000287419175523065
414,0.000301787155456514
415,0.000293283134092876
416,0.000343370204164447
417,0.000329024415528616
418,0.000370640474766104
419,0.000314230110429474
420,0.000360849895634856
421,0.000347557596645045
422,0.000351202449573643
423,0.000380509261282593
424,0.000394349469314573
425,0.000472194241573567
426,0.000504143699640177
427,0.000562401195141329
428,0.000583026139095647
429,0.000699541296310463
430,0.00103824882569801
431,0.00192711898189927
432,0.00349653001872957
433,0.00582036086918768
434,0.00740391330079665
435,0.00763604523626665
436,0.00709783049027092
437,0.00537063596287183
438,0.00364344143547273
439,0.00191624690807364
440,0.00132192509057714
441,0.000953052611615793
442,0.000731096337805003
443,0.000730026747129846
444,0.000723075054943281
445,0.000716123362756716
446,0.000709171670570151
447,0.000682690517330661
448,0.000704863906999781
449,0.000670667500462231
450,0.000670830580855316
451,0.000679406705838492
452,0.000663500326115099
453,0.000647593946391705
454,0.000631687566668312
455,0.000611491894969313
456,0.000538350500601067
457,0.000624248345803247
458,0.000589970784318741
459,0.000606379290999595
460,0.000582357547236017
461,0.000582469862224941
462,0.000589402184444431
463,0.000562350612051865
464,0.000603007553867884
465,0.000607769257155922
466,0.000584075886001958
467,0.000574999504162369
468,0.000567812006940607
469,0.000515811601666658
470,0.00050845294158724
471,0.000488935709070067
472,0.000478400354909849
473,0.000489501938602203
474,0.000465248018380898
475,0.000484229204823397
476,0.00045379832041747
477,0.000562367767942264
478,0.000670937215467058
479,0.000779506662991852
480,0.00105976701222564
481,0.00147889342148314
482,0.00206071492802989
483,0.00282388735881241
484,0.00351799191150358
485,0.00398353807585117
486,0.00437865289214894
487,0.00455784250702637
488,0.0044887684291301
489,0.00429608677879883
490,0.00414850732192225
491,0.00391328617747836
492,0.0036470188958653
493,0.00324143137282714
494,0.00297712721201331
495,0.00261774356108397
496,0.00233739540784475
497,0.00212484273239473
498,0.00194552035907203
499,0.00170722061457621
500,0.00143150687082199
501,0.00115412934448249
502,0.000944731005879515
503,0.000748188069683541
504,0.000563369298310569
505,0.000456588714824665
506,0.000363677895937115
507,0.000320278170305375
508,0.000302757715792779
509,0.000278460856956088
510,0.000251236604748003
511,0.000258774268978884
512,0.000237664652988993
513,0.000222028175167263
514,0.000206293244268012
515,0.000203287959072598
516,0.000193655195395196
517,0.000195649708694718
518,0.000178118943136228
519,0.000159568699897931
