"wavelength","measurement"
380,0.000242398657015129
381,0.000283938608419421
382,0.000337620039044776
383,0.000261608611843532
384,0.000285034672125649
385,0.000302486255388623
386,0.000292300447299022
387,0.000337471837132399
388,0.000369621982610764
389,0.000352700939907221
390,0.000375276191124429
391,0.000387468703284057
392,0.000322621389932431
393,0.000371746715296563
394,0.000443978888779695
395,0.000456454805816188
396,0.000456516380565422
397,0.00052225619735683
398,0.000587996014148239
399,0.000653735830939648
400,0.000634932202361666
401,0.000759988864497505
402,0.00078202897535299
403,0.000842586034969077
404,0.000829311841017841
405,0.000794450793006185
406,0.000870948653817187
407,0.0008836800020706
408,0.000891435652355045
409,0.000908595593866186
410,0.000937625649585316
411,0.000961697312243178
412,0.00102171928758953
413,0.00105515540926769
414,0.00104846044478036
415,0.00107327944050492
416,0.00106931319286901
417,0.00105163004871534
418,0.00107089312202986
419,0.00106746465310802
420,0.0011257023803795
421,0.00110919928983307
422,0.00113791381843202
423,0.0011277543824103
424,0.00114031154634879
425,0.001159553301363
426,0.00114614551962784
427,0.00113549180298352
428,0.00107338609645243
429,0.00107671225617725
430,0.00111857885069962
431,0.00116667916737469
432,0.00125952261396255
433,0.00140578823019367
434,0.00148806953152968
435,0.00153614843944309
436,0.00155378381697332
437,0.00153145039347789
438,0.00150911696998246
439,0.00148678354648702
440,0.00148443823503765
441,0.00152513460498057
442,0.00157399813670245
443,0.00162541223356999
444,0.0016671683365709
445,0.0017089244395718
446,0.00175068054257271
447,0.00178558572388258
448,0.00184819339043209
449,0.00192001435544668
450,0.00188632982708507
451,0.00188569527119254
452,0.00186727079821666
453,0.00184884632524077
454,0.00183042185226489
455,0.00182793191685485
456,0.00181304345082756
457,0.00182674938434242
458,0.00180637892922698
459,0.00184216842914851
460,0.0018386285734537
461,0.00179328765230384
462,0.00185233736366598
463,0.00179257999841836
464,0.00178979476508912
465,0.00176258919128747
466,0.00176085356989143
467,0.00174530369966265
468,0.0017471687364438
469,0.00172449440742122
470,0.00172931500161817
471,0.00173631209020225
472,0.00174648696107713
473,0.0017599000481949
474,0.00176695063745389
475,0.00180531128096214
476,0.00175008402721215
477,0.00175850757018082
478,0.00176693111314948
479,0.00177535465611815
480,0.0017852135792577
481,0.00174203179352369
482,0.00173966603145395
483,0.00175491497878399
484,0.00174430806330149
485,0.0017117190881715
486,0.00176281742470897
487,0.00177189125350947
488,0.00176887096588846
489,0.00182426291635769
490,0.00182422469991269
491,0.00184329298192005
492,0.00187008690489318
493,0.00184660673995383
494,0.00188440626749686
495,0.00183380444360163
496,0.00184253263151751
497,0.00182965225690265
498,0.00184643464401602
499,0.0017902199593492
500,0.00181418885051088
501,0.0017805773426433
502,0.00180780213947474
503,0.00180153737291184
504,0.0017964160462786
505,0.00187137483238851
506,0.00186277662870728
507,0.00189091945763837
508,0.00190261195295573
509,0.001925434019117
510,0.00189301252493643
511,0.00193402561231521
512,0.00194938412689295
513,0.00190541590872052
514,0.0019036176036401
515,0.00189442822576839
516,0.0019026762080646
517,0.00189878312002944
518,0.0019060947112949
519,0.00193092645739332
520,0.00197726149443909
521,0.00201365414147284
522,0.00205004678850658
523,0.00208643943554033
524,0.00208343933424513
525,0.00210033879270153
526,0.0021110666125535
527,0.00208842349127709
528,0.00213737573905841
529,0.00215890612170142
530,0.00217843692263662
531,0.00219678971195607
532,0.00218594203453669
533,0.0022378841414557
534,0.00226175597809407
535,0.00227070723462319
536,0.00231671164608782
537,0.00236902163556006
538,0.00242646246457144
539,0.00248966690248124
540,0.00258387737904981
541,0.0026299587037191
542,0.0026930636844385
543,0.00273360076812836
544,0.00278803106230694
545,0.00275797721970852
546,0.00277399689751376
547,0.00269578660225314
548,0.00261757630699253
549,0.00253936601173191
550,0.00241721489477852
551,0.00237587722806761
552,0.00231188908820405
553,0.00228507937654828
554,0.00224092482495922
555,0.00223320343128786
556,0.00220205687871666
557,0.00217300837779669
558,0.00215772221082179
559,0.0021346498917606
