"wavelength","measurement"
380,3.39130357039575e-05
381,6.00491822553012e-05
382,4.34361564396884e-05
383,2.7152770049542e-05
384,5.90017095745219e-05
385,2.6726567076052e-05
386,4.51762720965215e-05
387,4.42089502511194e-05
388,3.2326025111526e-05
389,5.16891315648922e-05
390,3.67979023084431e-05
391,6.42447018312623e-05
392,3.51405419359657e-05
393,2.48979059123602e-05
394,0.000114501816633569
395,3.51904310090176e-05
396,3.23535780075823e-05
397,2.15690520050549e-05
398,1.07845260025274e-05
399,0
400,0
401,3.29325094443072e-05
402,5.39145058821177e-05
403,5.21688190477393e-05
404,5.78474512449372e-05
405,4.57983154333947e-05
406,2.82636108053907e-05
407,4.06994615654815e-05
408,5.98765580510624e-05
409,4.85031829604448e-05
410,3.32650859906012e-05
411,3.03654454608142e-05
412,4.19247513226007e-05
413,5.93544377496189e-05
414,3.36133532711372e-05
415,3.87593353113142e-05
416,1.58389795929595e-05
417,1.51305820448055e-05
418,2.18553046612698e-05
419,2.53246072715952e-05
420,4.08343655810732e-05
421,4.85634091013423e-05
422,3.99192754170663e-05
423,5.67012651377536e-05
424,2.62378175189744e-05
425,5.65377141384392e-05
426,4.27045791620606e-05
427,5.55328938669521e-05
428,2.08037229845136e-05
429,4.78011810670342e-05
430,6.29648549766694e-05
431,6.28088771420419e-05
432,6.93926667277324e-05
433,0.000130657250573848
434,0.000166773694082254
435,0.00019196113041049
436,0.000156765467321074
437,0.000127224339343248
438,9.76832113654218e-05
439,6.81420833875955e-05
440,5.40180721138187e-05
441,4.27943280948497e-05
442,3.70109405525669e-05
443,7.77230404133914e-05
444,6.84329516116663e-05
445,5.91428628099412e-05
446,4.9852774008216e-05
447,5.05343564127059e-05
448,7.62354264512389e-05
449,4.00640948842267e-05
450,5.01027288397685e-05
451,4.19688594322353e-05
452,4.20830294516978e-05
453,4.21971994711604e-05
454,4.23113694906229e-05
455,4.79837479679083e-05
456,0
457,6.5129655243566e-05
458,3.83941289243035e-05
459,5.71270599128045e-05
460,5.93529242879464e-05
461,4.7389217031067e-05
462,5.61839039545094e-05
463,3.15852698927908e-05
464,4.92092403209039e-05
465,7.18704642052931e-05
466,3.05042929245591e-05
467,3.89848940485323e-05
468,5.79708433451664e-05
469,1.61888762739605e-05
470,4.10505712062736e-05
471,3.00548228818716e-05
472,4.24484209986177e-05
473,3.63629439176603e-05
474,4.33337638940456e-05
475,4.19563634987758e-05
476,3.55381524801501e-05
477,2.98507369819808e-05
478,2.41633214838115e-05
479,1.84759059856422e-05
480,2.94825856045809e-05
481,5.10100030901139e-05
482,5.94385077330809e-05
483,7.91785873482721e-05
484,8.28466788274541e-05
485,8.2238320322182e-05
486,9.78033912485722e-05
487,9.48646309623592e-05
488,6.6266122228635e-05
489,8.80462147534264e-05
490,8.23723212555181e-05
491,7.50758325127432e-05
492,7.20706479982995e-05
493,7.78076848824514e-05
494,7.27209607140822e-05
495,5.02770054627644e-05
496,5.23695207335748e-05
497,5.23680193781585e-05
498,6.33285345344512e-05
499,3.63045076588388e-05
500,4.37327319770836e-05
501,2.70617204483748e-05
502,3.47320689206012e-05
503,8.25053054847469e-06
504,4.3681823790222e-05
505,2.77370599637327e-05
506,1.98150319872423e-05
507,1.46826667872896e-05
508,2.62965898100083e-05
509,1.58915623338376e-05
510,1.11274381580747e-05
511,2.40768310904272e-05
512,2.67530224234446e-05
513,1.53925387157894e-05
514,1.90874084406983e-05
515,2.40050036150415e-05
516,1.80916238981247e-05
517,2.69843111593412e-05
518,2.66346792074121e-05
519,8.32027862219443e-06
520,1.42342119279447e-05
521,1.32912130823205e-05
522,1.23482142366963e-05
523,1.14052153910721e-05
524,1.70124354311574e-05
525,2.45232144969175e-05
526,2.14802426173852e-05
527,0
528,1.84238952356437e-05
529,1.99955260179427e-05
530,2.20449059861401e-05
531,2.83060095133767e-05
532,2.29423509334742e-05
533,3.70613905070623e-05
534,3.0929378875841e-05
535,5.17370073745093e-05
536,7.15220836847344e-05
537,0.000111024207955747
538,0.000152999641977778
539,0.000198570214700447
540,0.000236323095189629
541,0.000279621299903347
542,0.000317496320258617
543,0.000317218706916216
544,0.000359543514895558
545,0.00035823853824761
546,0.000356413562950226
547,0.000311968659027599
548,0.000267523755104972
549,0.000223078851182344
550,0.000160589766922286
551,0.000134318738431527
552,7.81418259633358e-05
553,7.65943815339574e-05
554,6.21207687593562e-05
555,5.03031412236115e-05
556,4.29710384824158e-05
557,3.07805570890288e-05
558,2.35514695439307e-05
559,2.27110816116587e-05
560,1.65839528554341e-05
561,3.36042395556149e-05
562,2.28620051023882e-05
563,2.1672697452857e-05
564,1.39015727899183e-05
565,1.87953886276638e-05
566,3.3126718977128e-05
567,1.7793828098832e-05
568,3.51198449114512e-05
569,3.50258537242206e-06
570,2.58600020519976e-05
571,2.33262467714391e-05
572,1.9688080375893e-05
573,3.22390594196569e-05
574,2.86890523086016e-05
575,4.79076222673254e-05
576,5.51524102147446e-05
577,6.23971981621638e-05
578,6.96419861095831e-05
579,7.68867740570023e-05
580,8.41315620044216e-05
581,8.03466656676628e-05
582,9.66205754038809e-05
583,9.34086388584417e-05
584,0.000100715749544485
585,0.000119501007955235
586,0.000128940518872228
587,0.00010487347265522
588,0.000102898843917299
589,0.000100924215179379
590,9.8949586441458e-05
591,8.7458355905053e-05
592,9.35109027236952e-05
593,8.8763433547861e-05
594,6.87921046959025e-05
595,7.0781912994063e-05
596,6.24920443875735e-05
597,5.1372523784759e-05
598,5.77449290155858e-05
599,5.08345043396233e-05
600,4.71397721886461e-05
601,5.02190979270802e-05
602,3.9606717390078e-05
603,3.38735264798225e-05
604,4.97617970727169e-05
605,4.79971948796622e-05
606,8.32413062604633e-05
607,0.000151553439106615
608,0.000241278416003439
609,0.000322535160655507
610,0.000389745199889764
611,0.000413207823816009
612,0.00039634738385785
613,0.000347350930876398
614,0.000245447877317854
615,0.000179027115189899
616,0.000151941373670356
617,0.000126088536500682
618,0.000109745936625366
619,9.07020319458674e-05
620,8.71643803396097e-05
621,9.03100638905656e-05
622,7.47025859753614e-05
623,9.15558423131829e-05
624,8.72958698001311e-05
625,8.30358972870793e-05
626,7.87759247740276e-05
627,8.96959507767608e-05
628,7.99521258121396e-05
629,0.000106782987346136
630,0.000105752216025552
631,9.16569825239954e-05
632,6.10175198479847e-05
633,5.18600235295736e-05
634,2.19705544032531e-05
635,1.62592228988891e-05
636,4.30912947646127e-05
637,2.12720209216772e-05
638,2.29210091845929e-05
639,3.07488267761185e-05
640,3.37694548482868e-05
641,3.12084096213731e-05
642,2.29012219292419e-05
643,2.84188069310423e-05
644,3.39363919328427e-05
645,3.94539769346432e-05
646,2.11322689772387e-05
647,2.79992624812007e-05
648,2.16559568158984e-05
649,4.84668816789654e-05
650,2.82366776173987e-05
651,3.14074940569199e-05
652,3.17435033169167e-05
653,2.46867061765048e-05
654,2.8190371217418e-05
655,1.58804650395184e-05
656,4.16042663832031e-05
657,2.1663754762327e-06
658,1.7557505807818e-05
659,4.58962467150577e-05
660,3.74017119448822e-05
661,3.78674025773352e-05
662,3.66915752650238e-05
663,2.01142445849226e-05
664,3.01707417180433e-05
665,1.83047181366098e-05
666,2.07766472803634e-05
667,2.80895760260628e-05
668,2.38391239854684e-05
669,1.47591278779815e-05
670,2.31210990945044e-05
671,3.3077722843432e-05
672,3.02983898612361e-05
673,3.5802208435382e-05
674,2.61195558510835e-05
675,3.76304446765247e-05
676,3.25836320655085e-05
677,3.11692467254926e-05
678,2.84609616834941e-05
679,2.50342011669116e-05
680,2.48372219830861e-05
681,2.55107418473972e-05
682,2.51270032076138e-05
683,2.27412997089357e-05
684,3.4517992033098e-05
685,2.62273192291436e-05
686,3.84619275789282e-05
687,4.86351668775664e-05
688,3.48968643582242e-05
689,3.30151282356435e-05
690,2.77132424663284e-05
691,3.79821756733363e-05
692,2.25110804566273e-05
693,1.41122493692048e-05
694,3.92134102572428e-05
695,2.12297212920357e-05
