"wavelength","measurement"
380,0.00395800113152734
381,0.00378175784540912
382,0.00377525423626201
383,0.003646865610049
384,0.00364022896775112
385,0.00385475563252121
386,0.00398677281254699
387,0.00413377859220607
388,0.00431686008480587
389,0.00437063044633387
390,0.00428512839855078
391,0.0042468659319853
392,0.00425083481737255
393,0.00422045531942421
394,0.00432963981105096
395,0.00450504122842771
396,0.00497779804640953
397,0.00545724860044321
398,0.00593669915447688
399,0.00641614970851056
400,0.00660961097391497
401,0.00694690692507734
402,0.00712694656979403
403,0.00715710869936453
404,0.00714302409092236
405,0.00703096525311537
406,0.00706502436207622
407,0.00708506638256345
408,0.00707816908905633
409,0.0071331685838444
410,0.0074007842517407
411,0.00737271265532259
412,0.00751897138620727
413,0.00762051406249818
414,0.00752416249143287
415,0.00758041026772371
416,0.00741845195327414
417,0.00734039700225607
418,0.00741017185314045
419,0.00719761171810129
420,0.00733720743984036
421,0.00729540193971246
422,0.0073050994944541
423,0.00737994161647854
424,0.00736471375641325
425,0.00721893723337109
426,0.00708503993487874
427,0.00687839359017795
428,0.00660831724331083
429,0.00659447959157563
430,0.00659755789139662
431,0.00681703839440539
432,0.00704713974732813
433,0.00731176998088199
434,0.0075599648057393
435,0.00773379602293599
436,0.0077746398508224
437,0.00788041427378999
438,0.00798618869675758
439,0.00809196311972516
440,0.00810884753376211
441,0.00823909472386602
442,0.00839778755495582
443,0.00845620208951749
444,0.00857669113400667
445,0.00869718017849585
446,0.00881766922298504
447,0.0089749879551045
448,0.00901986239805486
449,0.0092934987321122
450,0.00925378612246699
451,0.00915929240027765
452,0.00911925381609308
453,0.00907921523190852
454,0.00903917664772396
455,0.00903161813673061
456,0.00904390290336857
457,0.00915754765897941
458,0.00918907083839883
459,0.009340362162683
460,0.00933466230606939
461,0.00925148902796199
462,0.00946852184651797
463,0.0091750425893742
464,0.00907149815602895
465,0.00897701925563586
466,0.0088518395448886
467,0.00882047352098572
468,0.00871724551908092
469,0.00864102999320788
470,0.00882667828575011
471,0.00879623759107525
472,0.00884100616215587
473,0.00895108786478331
474,0.00894982816735881
475,0.00904526215329196
476,0.00883744705456977
477,0.00882614659022455
478,0.00881484612587934
479,0.00880354566153413
480,0.00873905346115886
481,0.00853769862410232
482,0.00838397523697187
483,0.00833236175179413
484,0.00813738453573478
485,0.00796912144062841
486,0.00805492699011084
487,0.00811707274743886
488,0.00822370306694234
489,0.00842956197242716
490,0.00852238472970833
491,0.00855662809097575
492,0.00876685175864192
493,0.00865134984436316
494,0.0087772402748244
495,0.00864527000483117
496,0.00865915958033547
497,0.0085088358150684
498,0.00853005809510731
499,0.00833487960125469
500,0.00836938401646784
501,0.00827087949769983
502,0.00840153016820394
503,0.00844687002269801
504,0.0083697113433828
505,0.00863585914532404
506,0.00857612092575234
507,0.00863354494498465
508,0.00870069302014486
509,0.00867862976755384
510,0.00853635774754678
511,0.00868663119487511
512,0.00857303751399892
513,0.00834418531488454
514,0.00826760824115109
515,0.0081487208672683
516,0.00810898625575654
517,0.00809396211749676
518,0.00807638927313421
519,0.00821417254788099
520,0.00839541603616274
521,0.00847792455621266
522,0.00856043307626258
523,0.00864294159631251
524,0.00856815983021393
525,0.00859374515296035
526,0.00860271896433532
527,0.00852961000126976
528,0.00859841872386098
529,0.00867780068324625
530,0.00867043599874166
531,0.00869787187214071
532,0.00866198582069793
533,0.00875205307141624
534,0.00878086218947254
535,0.0086776757506458
536,0.00877812200333619
537,0.00870906456066047
538,0.00866720092350061
539,0.00859345923476269
540,0.0086307957009218
541,0.00856134077933701
542,0.00851317156922717
543,0.00857109952356668
544,0.00859342740825665
545,0.00851924846810987
546,0.00859307172397096
547,0.00856474241954958
548,0.00853641311512821
549,0.00850808381070683
550,0.00848070613504839
551,0.00854523162204228
552,0.0085953689618904
553,0.00850904303494043
554,0.00845762819461845
555,0.0085418254105566
556,0.0084230883678457
557,0.00840400431820107
558,0.00833466762470327
559,0.008256292572912
560,0.00835904732874617
561,0.00818249817452954
562,0.00830307318278817
563,0.00816585656770299
564,0.00817218592090086
565,0.00803645511793277
566,0.00799021139099372
567,0.00787759082361778
568,0.00789543267423898
569,0.0077862093288217
570,0.00775739962545907
571,0.00776761289157899
572,0.00775261809603528
573,0.00774513320547815
574,0.00777269314338783
575,0.00766916533710956
576,0.00770964462470752
577,0.00775012391230549
578,0.00779060319990345
579,0.00783108248750142
580,0.00787156177509938
581,0.00799575572759609
582,0.00796409359961536
583,0.00802300011483893
584,0.00787644919841442
585,0.00784612486582539
586,0.00758708988029001
587,0.00746541739138618
588,0.00736019550436549
589,0.0072549736173448
590,0.00714975173032411
591,0.00719229605706298
592,0.00726701210192142
593,0.00728145712639942
594,0.00734785841099454
595,0.007369923084435
596,0.0074391091066424
597,0.00746933035143308
598,0.00749068528032911
599,0.00749809953023237
600,0.00757626504847644
601,0.00763874325033626
602,0.00769520558753708
603,0.00765524705847691
604,0.00771774185703979
605,0.00771321961750861
606,0.00772696644337849
607,0.00768277538180781
608,0.00761683231038212
609,0.00764589116700587
610,0.00759852523916284
611,0.00755039446095905
612,0.00750468684813902
613,0.00749025043842318
614,0.00738527269560681
615,0.00744942694897721
616,0.00738107352510557
617,0.00746246251598475
618,0.00745744841062797
619,0.00747351143754945
620,0.00745240615133258
621,0.00751103394365983
622,0.00733344348929449
623,0.00732979493359543
624,0.00726563905311573
625,0.00720148317263603
626,0.00713732729215632
627,0.00710704137741373
628,0.00706369955659408
629,0.00704785882991914
630,0.00715478541839698
631,0.00708537433079652
632,0.00716641698649599
633,0.00721864006084155
634,0.00725077444135431
635,0.00729299513103069
636,0.00726340180656663
637,0.0073317966482284
638,0.0072912298591334
639,0.00737366713653741
640,0.00733015291636817
641,0.00732808143617772
642,0.00729291896541642
643,0.00723381736134086
644,0.0071747157572653
645,0.00711561415318973
646,0.00713305790403915
647,0.00712023137799872
648,0.00699195755805121
649,0.00712328686019585
650,0.00706085215839213
651,0.00712514636755291
652,0.00705782717855916
653,0.006956516807701
654,0.00683848758657855
655,0.00691929337081829
656,0.00688085072353471
657,0.00695627437974201
658,0.00705059463452704
659,0.00724587609912716
660,0.0073376167976001
661,0.00735930020859762
662,0.00739761403387866
663,0.0073610769167139
664,0.00731750145188422
665,0.00734147751599288
666,0.00735677654174971
667,0.00738193658261043
668,0.00741666252635206
669,0.00727127041935137
670,0.00732149605490081
671,0.0072857135699359
672,0.00728783175099683
673,0.00730745996022623
674,0.00732334787099019
675,0.00734970283685203
676,0.00733407706068126
677,0.00739442363060042
678,0.00731108712186586
679,0.00730906164459767
680,0.00750153187831527
681,0.00737422623201465
682,0.00717924435345178
683,0.00701295726930902
684,0.0066906170852935
685,0.00644764989868943
686,0.0062257908763769
687,0.00607657246167201
688,0.00602829990252511
689,0.00613600439665905
690,0.0062830893614231
691,0.00648849879986537
692,0.00659476590963152
693,0.00666807872021832
694,0.00687328432114701
695,0.00692557025569442
696,0.00708537041124833
697,0.00714570405346241
698,0.00709260327356462
699,0.00716270354817324
700,0.00733515116715412
701,0.00732933469674614
702,0.00749742932551602
703,0.0075686696539811
704,0.00778000267864418
705,0.00782665448451222
706,0.00798571247358067
707,0.00813957561367705
708,0.00817317762863645
709,0.00830509710481777
710,0.00828475160271673
711,0.00832804028708877
712,0.00834895410026191
713,0.00801669897210064
714,0.00778877210050187
715,0.00739292481276675
716,0.0070043875738065
717,0.00678653711052064
718,0.00673023566435174
719,0.00679058213712463
720,0.00690701793448408
721,0.00689784531320943
722,0.00712123656569108
723,0.00709242368771816
724,0.00710908728602223
