-2.97489,1.250801244,7.738292709,7.738292709
-2.967997788,1.250867025,7.738202584,7.738202584
-2.961105576,1.25093384,7.738111173,7.738111173
-2.954213363,1.251001706,7.738018457,7.738018457
-2.947321151,1.251070639,7.737924418,7.737924418
-2.940428939,1.251140655,7.737829038,7.737829038
-2.933536727,1.251211772,7.737732296,7.737732296
-2.926644515,1.251284007,7.737634175,7.737634175
-2.919752302,1.251357377,7.737534655,7.737534655
-2.91286009,1.251431902,7.737433715,7.737433715
-2.905967878,1.251507597,7.737331337,7.737331337
-2.899075666,1.251584483,7.737227499,7.737227499
-2.892183453,1.251662578,7.737122182,7.737122182
-2.885291241,1.2517419,7.737015364,7.737015364
-2.878399029,1.251822469,7.736907024,7.736907024
-2.871506817,1.251904305,7.736797141,7.736797141
-2.864614605,1.251987428,7.736685693,7.736685693
-2.857722392,1.252071857,7.736572658,7.736572658
-2.85083018,1.252157613,7.736458014,7.736458014
-2.843937968,1.252244718,7.736341738,7.736341738
-2.837045756,1.252333192,7.736223807,7.736223807
-2.830153544,1.252423057,7.736104198,7.736104198
-2.823261331,1.252514335,7.735982888,7.735982888
-2.816369119,1.252607048,7.735859852,7.735859852
-2.809476907,1.252701218,7.735735066,7.735735066
-2.802584695,1.252796869,7.735608506,7.735608506
-2.795692482,1.252894023,7.735480146,7.735480146
-2.78880027,1.252992705,7.735349962,7.735349962
-2.781908058,1.253092938,7.735217928,7.735217928
-2.775015846,1.253194747,7.735084018,7.735084018
-2.768123634,1.253298156,7.734948206,7.734948206
-2.761231421,1.253403191,7.734810464,7.734810464
-2.754339209,1.253509877,7.734670767,7.734670767
-2.747446997,1.253618241,7.734529086,7.734529086
-2.740554785,1.253728308,7.734385393,7.734385393
-2.733662573,1.253840105,7.734239662,7.734239662
-2.72677036,1.25395366,7.734091862,7.734091862
-2.719878148,1.254069,7.733941965,7.733941965
-2.712985936,1.254186153,7.733789942,7.733789942
-2.706093724,1.254305147,7.733635763,7.733635763
-2.699201512,1.254426013,7.733479398,7.733479398
-2.692309299,1.254548778,7.733320816,7.733320816
-2.685417087,1.254673474,7.733159986,7.733159986
-2.678524875,1.254800129,7.732996877,7.732996877
-2.671632663,1.254928776,7.732831457,7.732831457
-2.66474045,1.255059445,7.732663694,7.732663694
-2.657848238,1.255192168,7.732493554,7.732493554
-2.650956026,1.255326977,7.732321006,7.732321006
-2.644063814,1.255463906,7.732146015,7.732146015
-2.637171602,1.255602987,7.731968546,7.731968546
-2.630279389,1.255744255,7.731788566,7.731788566
-2.623387177,1.255887743,7.73160604,7.73160604
-2.616494965,1.256033487,7.731420932,7.731420932
-2.609602753,1.256181522,7.731233206,7.731233206
-2.602710541,1.256331883,7.731042825,7.731042825
-2.595818328,1.256484609,7.730849753,7.730849753
-2.588926116,1.256639735,7.730653952,7.730653952
-2.582033904,1.2567973,7.730455384,7.730455384
-2.575141692,1.256957342,7.73025401,7.73025401
-2.568249479,1.2571199,7.730049792,7.730049792
-2.561357267,1.257285012,7.72984269,7.72984269
-2.554465055,1.257452721,7.729632664,7.729632664
-2.547572843,1.257623065,7.729419673,7.729419673
-2.540680631,1.257796087,7.729203677,7.729203677
-2.533788418,1.257971829,7.728984632,7.728984632
-2.526896206,1.258150334,7.728762498,7.728762498
-2.520003994,1.258331644,7.72853723,7.72853723
-2.513111782,1.258515805,7.728308786,7.728308786
-2.50621957,1.25870286,7.728077122,7.728077122
-2.499327357,1.258892856,7.727842192,7.727842192
-2.492435145,1.259085838,7.727603952,7.727603952
-2.485542933,1.259281853,7.727362355,7.727362355
-2.478650721,1.25948095,7.727117356,7.727117356
-2.471758509,1.259683176,7.726868907,7.726868907
-2.464866296,1.259888581,7.72661696,7.72661696
-2.457974084,1.260097214,7.726361467,7.726361467
-2.451081872,1.260309127,7.726102378,7.726102378
-2.44418966,1.260524371,7.725839645,7.725839645
-2.437297447,1.260742998,7.725573216,7.725573216
-2.430405235,1.260965061,7.72530304,7.72530304
-2.423513023,1.261190615,7.725029067,7.725029067
-2.416620811,1.261419715,7.724751242,7.724751242
-2.409728599,1.261652415,7.724469514,7.724469514
-2.402836386,1.261888772,7.724183828,7.724183828
-2.395944174,1.262128845,7.723894129,7.723894129
-2.389051962,1.262372691,7.723600363,7.723600363
-2.38215975,1.26262037,7.723302473,7.723302473
-2.375267538,1.262871942,7.723000402,7.723000402
-2.368375325,1.263127468,7.722694092,7.722694092
-2.361483113,1.26338701,7.722383486,7.722383486
-2.354590901,1.263650631,7.722068524,7.722068524
-2.347698689,1.263918396,7.721749147,7.721749147
-2.340806476,1.26419037,7.721425292,7.721425292
-2.333914264,1.264466617,7.7210969,7.7210969
-2.327022052,1.264747207,7.720763906,7.720763906
-2.32012984,1.265032207,7.720426249,7.720426249
-2.313237628,1.265321686,7.720083864,7.720083864
-2.306345415,1.265615715,7.719736687,7.719736687
-2.299453203,1.265914364,7.71938465,7.71938465
-2.292560991,1.266217708,7.719027689,7.719027689
-2.285668779,1.266525819,7.718665734,7.718665734
-2.278776567,1.266838773,7.718298718,7.718298718
-2.271884354,1.267156644,7.717926571,7.717926571
-2.264992142,1.267479512,7.717549224,7.717549224
-2.25809993,1.267807454,7.717166604,7.717166604
-2.251207718,1.268140549,7.71677864,7.71677864
-2.244315506,1.26847888,7.716385258,7.716385258
-2.237423293,1.268822528,7.715986385,7.715986385
-2.230531081,1.269171576,7.715581945,7.715581945
-2.223638869,1.26952611,7.715171862,7.715171862
